RegistryID,TitleOfWork,YearOfInstallation,Status,DescriptionOfwork,ArtistProjectStatement,SiteName,SiteAddress,Neighbourhood,Latitude,Longitude,LocationOnsite,Type,PrimaryMaterial,Ownership,URL,PhotoURL,PhotoCredits,Artists
294,Swedish Fountain,1975,In place,"This bronze fountain, donated by Vanocuver's Swedish community, depicts the history and contributions of Swedish immigrants to British Columbia. The fountain, cast in Sweden, was unveiled at the official opening of VanDusen, August 30, 1975.",,VanDusen Botanical Garden,5251 Oak Street,Shaughnessy,49.23804100,-123.12843500,Entrance Court,Fountain,Bronze,City of Vancouver,https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=294,https://covapp.vancouver.ca/PublicArtRegistry/ImageDisplay.aspx?AreaId=294&ImageId=239,,242
295,Birds in Flight,,In place,,,VanDusen Botanical Garden, 5251 Oak Street,Shaughnessy,49.23850100,-123.12986900,in the Farrell Reflecting Pool below the Pavilion sundeck,Sculpture,bronze,City of Vancouver,https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=295,https://covapp.vancouver.ca/PublicArtRegistry/ImageDisplay.aspx?AreaId=295&ImageId=240,VanDusen website,246
297,Sundial,,In place,This nephrite (BC jade) and bronze sundial is set to Pacific Daylight Standard Time.5.,"The sundial, which was donated to VanDusen, was created by Gerhard Class who organized the International Sculpture Symposium in 197",VanDusen Botanical Garden, 5251 Oak Street,Shaughnessy,49.23887100,-123.13072400,,Sculpture,"nephrite, bronze",City of Vancouver,https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=297,https://covapp.vancouver.ca/PublicArtRegistry/ImageDisplay.aspx?AreaId=297&ImageId=897,Heide Dobler,41
298,Drinking Fountain,1977,In place,David Backstrom is a former designer with the Vancouver Board of Parks & Recreation.,,VanDusen Botanical Garden,5251 Oak Street,Shaughnessy,49.23911700,-123.12964300,Near the Western North America Flora Section,Fountain,Nephrite (BC jade),City of Vancouver,https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=298,https://covapp.vancouver.ca/PublicArtRegistry/ImageDisplay.aspx?AreaId=298&ImageId=893,Heide Dobler,245
299,Three Botanists,1987,In place,"The three bronze busts of Carolus Linnaeus, Archibald Menzies, and David Douglas were a Gift of Schenley Canada Inc.",,VanDusen Botanical Garden,5251 Oak Street,Shaughnessy,49.23906800,-123.13460400,2 in Formal Rose Garden; The bust of Carolus Linnaeus is in storage,Bust,Bronze,City of Vancouver,https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=299,https://covapp.vancouver.ca/PublicArtRegistry/ImageDisplay.aspx?AreaId=299&ImageId=244,VanDusen website,241
300,Joy of Freedom,1995,In place,"This bronze abstract was donated to the Province of British Columbia in 1995 ""in honour of all Canadians who contributed to the liberation of the Netherlands in 1944-1945."" The Dutch Canadians Remember 1945 Society wanted to leave a permanent message marking the joy of the freedom of being liberated from oppression.","""In this design one can see two clasping hand-forms. These hands symbolize oppression. However, despite the suppression freedom has become possible. The spirit of a people will never be crushed and is depicted here by V forms. The International V sign is recognized by people worldwide. The human figure escaping from the clasped hands is symbolic of freedom and victory.""",Robson Square,Robson & Hornby Street,Downtown,49.28141300,-123.12200500,,Memorial,Bronze,City of Vancouver,https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=300,https://covapp.vancouver.ca/PublicArtRegistry/ImageDisplay.aspx?AreaId=300&ImageId=245,,248
301,Spirits in a Landscape,1992,In place,"Commissioned by BC Gas, this bronze sculpture on the corner represents the natural world ""as a reflection of our own human pursuits and activities.""",,BC Gas Building,1111 West Georgia Street,Downtown,49.28614300,-123.12350500,Outside main entrance,Sculpture,Bronze,Privately Owned,https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=301,https://covapp.vancouver.ca/PublicArtRegistry/ImageDisplay.aspx?AreaId=301&ImageId=246,,249
302,Navigation Device: Origin Unknown,,In place,glass and steel wall sculpture,"""The artist has combined wood, metal and glass in a sculpture that evokes a feeling of timelessness by its eroded forms and hauntingly beautiful bells and chimes.  It could have been washed ashore, like some mysterious archaeological fragment - perhaps a clue or cipher to decode the secrets of a forgotten civilization.""  (From pamphlet: Downtown Vancouver Architecture and Public Art published by Downtown Vancouver Association, c 1998)",Cathedral Place, 925 West Georgia,Downtown,49.28418100,-123.12000900,in lobby,Sculpture,"glass, steel, lights",private,https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=302,,,250
304,Dragonfly Project,2000,Removed,"Thirty-five colourful mixed-media sculptures of dragonflies can be found on fences, buildings, and bus shellters throughout the neighbourhood. The sculptures represent kingfishers, bumblebees, butterflies, ladybugs, etc. and sometimes mythical creatures.","The artist worked with more than 100 members of the Marpole community to create the sculptures around the neighbourhood. A pilot project in 1999 produced 17 ""bug"" sculptures. This was followed up in 2000 with more workshops and an expansion of the original project.",,(multiple sites),Marpole,,,,Sculpture,papier mache,,https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=304,https://covapp.vancouver.ca/PublicArtRegistry/ImageDisplay.aspx?AreaId=304&ImageId=247,Eric Neighbour,251
305,Grandview-Terrace Welcoming Poles,2000,In place,,"These poles stand at the centre of a community revitalization project which will ultimately contain gardens and an outdoor gathering centre/outdoor classroom in Longhouse style. The project is located on the grounds shared by the Grandview Elementary School, the Grandview Terrace Childcare Centre and the Variety Learning Centre. Local residents, parents, teachers and students have been working on this project for a number of years. The ultimate vision is the environmental and cultural revitalization of the area.",Grandview/Uuqinak'uuk Elementary School,2055 Woodland Drive,Grandview-Woodland,49.26589800,-123.07462700,,Totem,Recycled BC hydro poles,Vancouver School Board,https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=305,,,66;252
306,Colour,2001,In place,The project includes a long winding retaining wall as well as a bench and a drinking fountain covered in colourful mosaics.,"As design consultant for the hastings community spray park itself,  the project allowed the opportunity for me to be the artist responsible for its decorative details as well - an abstract series of tile mosaics incorporating the creative contributions of over 700 local children, this community public art project provided a custom finish to a custom spray park. Hastings Park is at the base of the Hastings Street slope and in the middle of the Hastings community.  A grass slope provides a natural sunny amphitheater from which parents and supervisors can oversee the activities in the water park.  It was proposed that the slope be modified slightly and retained by a low 2' high concrete wall.  The surface treatment of the face of this retaining wall provided a prime opportunity for the integration of a community public art piece.  Water will be flowing out of the wall while the park is operating.  The artwork will add interest and animation to the play area during both on and off season months.  The artwork takes the form of a colourful file mosaic applied to the surface of the wall and could also incorporate metal inlays (eg. Brass, bronze, or copper to compliment and coordinate with the water spray heads).  The design of the artwork and the design of the waterplay area happened simultaneously to ensure the production an appropriate piece, unique to this particular site. - Park Board web site",Hastings Community Park,3096 East Hastings,DowntownEastside,49.28067400,-123.03489000,Water park,Mosaic,,City of Vancouver,https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=306,https://covapp.vancouver.ca/PublicArtRegistry/ImageDisplay.aspx?AreaId=306&ImageId=248,Nicole May,253
308,Stepping Stones to the Future,1999,In place,The project entails student and parent designed and produced surface pebble mosaics to enhance the front entry area of Jules Quesnel School.  The surface mosaics are a component of our comprehensive Front Entry Greening Project.  This project includes a unit-paved meeting place/ outdoor classroom with benches; woodland and frangrance gardens; and the installation of boulders to evoke naturalism and stimulate creative play.  The surface mosaics have four areas of application: as the focal point of the paved meeting place; a ring of 'stepping stones' around en existing cedar tree; a path through a woodland garden; at the boulevard planting.,"This project is being undertaken, not only for the richness it will provide to a highly visible and well used site, but for the farther reaching benefit of giving students an opportunity to directly contribute to the physical enhancement of a public space.  The process itself, of design and production workshops, of participation in a group determined artwork, and the legacy of a personal contribution to a significant institution in their lives, is a valuable social lesson.",Jules Quesnel School,3050 Crown Street,West Point Grey,49.25902000,-123.19258100,Front entry,Mosaic,,Vancouver School Board,https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=308,,,69;260
309,Photo Session,1984,In place,Bronze figurative sculpture of a casual photo session: man with a camera photographing three people.,"Johnson begins with a small clay model to fashion the gesture and pose of a figure. Once the pose is established, the artist works with a live model to sculpt the face and the exact position and a nude figure is cast in plaster. The clothes are then sewn onto the cast figure. Resin is applied to stiffen all the fabrics. The piece is then cast in wax, refined, and a ceramic mold is made in preparation for casting in bronze. Bronze details are added after.",Queen Elizabeth Park,4600 Cambie,RileyPark,49.24213000,-123.11247100,"Bloedel Conservatory lookout overlooking Anniversary Quarry Garden, SE of dome",Sculpture,Bronze,City of Vancouver,https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=309,https://covapp.vancouver.ca/PublicArtRegistry/ImageDisplay.aspx?AreaId=309&ImageId=1041,,84
311,Unlimited Growth Increases The Divide,1990,In place,"The text consists of 7"" copper letters above the entrance to the gallery. The text is cut from 1/4"" copper plate and installed in its original red metallic state, inviting a ""corporate"" reading. However, it will change with time and exposure, to a greenish, aged surface. The text will be visually assimilated into the existing green color of the building, and will remain permanently on the site.","""The strategy behind ""Unlimited Growth ..."" is direct.  It is directed at those who operate our free-market economy in their own interests, while excluding those interests that would be 'responsive to the needs of the community'.  The subtext to ""Unlimited Growth .."" relates to several aspects of public art including the need to address the use of site-specific work as a way of intervening in local issues, and in this instance, acting as a marker of resistance by the economically marginalized, as represented by a parallel gallery and a hotel providing affordable housing.  Walter raises questions related to the systems underlying the transactions and power-plays that constitute normal business in the world of real estate development. In Walter's art the museum without walls is also a museum OF walls, walls  new and old, as well as those walls that perpetuate economic class distinctions.  Her text on the façade of the Del-Mar Hotel will stand as a witness to the various power-plays, including the threat to move B.C. Hydro's head office to the suburb of Burnaby, that led to the development surrounding 553-555 Hamilton Street."" - from ""The Interventions of Kathryn Walter"" by Bill Jeffries, Contemporary Art Gallery, Vancouver, 1990",Or Art Gallery,555 Hamilton Street,Downtown,49.28148700,-123.11209300,On exterior of building,Site Work,,,https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=311,https://covapp.vancouver.ca/PublicArtRegistry/ImageDisplay.aspx?AreaId=311&ImageId=250,,50
